OBJECTID,School Name,Address,Address2,City,State,Zip,County,Contact Name,Title,Phone,Email / Contact Page,Institute Type Description,Institute Sub Type Description,Record Type Description,Community Type Description,District Type Description,School District Location,Institute ID,SED Code,x,y
4930,RILEY AVENUE SCHOOL,374 RILEY AVE, ,CALVERTON,NY,11933,SUFFOLK,DAVID ENOS,PRINCIPAL,6313696804,david.enos@riverhead.net,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,RIVERHEAD CSD,800000036965,580602040007,690171.949402081,4534499.28237737
4931,NATHANIEL WOODHULL ELEMENTARY SCHOOL,6 FRANCIS LANDAU PL, ,SHIRLEY,NY,11967,SUFFOLK,HEATHER MURILLO,PRINCIPAL,6318741301,hmurillo@wfsd.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,WILLIAM FLOYD UFSD,800000037484,580232030011,681115.092829585,4516927.33204426
4932,HINSDALE CENTRAL SCHOOL,3701 MAIN ST, ,HINSDALE,NY,14743,CATTARAUGUS,LAURIE CUDDY,PRINCIPAL,7165572227,lcuddy@hcsbobcats.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HINSDALE CSD,800000054771,41401040001,219543.755124366,4673346.00645139
4933,CATTARAUGUS-LITTLE VALLEY HIGH SCHOOL,25 N FRANKLIN ST, ,CATTARAUGUS,NY,14719,CATTARAUGUS,KRISTINA MAINES,PRINCIPAL,7162575515,tmaines@clvschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CATTARAUGUS-LITTLE VALLEY CSD,800000054758,42302040003,181836.846617249,4694142.20961633
4934,PORTVILLE ELEMENTARY SCHOOL,500 ELM ST, ,PORTVILLE,NY,14770,CATTARAUGUS,LYNN CORDER,PRINCIPAL,7169336001,lcorder@portvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PORTVILLE CSD,800000054690,42901040001,224257.427188218,4658937.79485942
4935,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,500 ELM ST, ,PORTVILLE,NY,14770,CATTARAUGUS,LAWRENCE WELTY,PRINCIPAL,7169336704,lwelty@portvillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PORTVILLE CSD,800000054691,42901040002,224257.427188218,4658937.79485942
4936,RANDOLPH SENIOR HIGH SCHOOL,18 MAIN ST, ,RANDOLPH,NY,14772,CATTARAUGUS,JASON HALPAINY,PRINCIPAL,7163587007,jhalpainy@randolphcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,RANDOLPH CSD,800000054669,43001040002,172260.258265889,4675638.16788639
4937,WEEDSPORT ELEMENTARY SCHOOL,8954 JACKSON ST, ,WEEDSPORT,NY,13166,CAYUGA,TIM COWIN,PRINCIPAL,3158346685,tcowin@weedsport.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,WEEDSPORT CSD,800000054520,50301040003,373085.205219724,4767647.68077074
4938,CATO-MERIDIAN ELEMENTARY SCHOOL,2851 STATE RTE 370, ,CATO,NY,13033,CAYUGA,DANIELLE MAHONEY,PRINCIPAL,3156263439,dmahoney@catomeridian.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CATO-MERIDIAN CSD,800000054545,50401040001,373915.016463269,4781312.9902494
4939,SACKETS HARBOR CENTRAL SCHOOL,215 S BROAD ST, ,SACKETS HARBOR,NY,13685,JEFFERSON,AMY FIEDLER-HORACK,PRINCIPAL,3156463575,afhorack@sacketspatriots.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SACKETS HARBOR CSD,800000051174,221001040001,410069.307643653,4866214.74148214
4940,LYME CENTRAL SCHOOL,11868 ACADEMY ST, ,CHAUMONT,NY,13622,JEFFERSON,BARRY DAVIS,PRINCIPAL,3156492417,bdavis@lymecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,LYME CSD,800000051153,221301040001,409168.477293679,4879868.17694301
4941,LA FARGEVILLE CENTRAL SCHOOL,20414 SUNRISE AVE, ,LA FARGEVILLE,NY,13656,JEFFERSON,STEVEN NEWCOMBE,PRINCIPAL,3156582241,snewcombe@lafargevillecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,LA FARGEVILLE CSD,800000051179,221401040001,422864.959819062,4893837.46087721
4942,HARRISVILLE ELEMENTARY SCHOOL,14371 PIRATE LN, ,HARRISVILLE,NY,13648,LEWIS,ROB FINSTER,PRINCIPAL,3155432707,rfinster@hcsk12.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HARRISVILLE CSD,800000051089,230301040001,474306.994909473,4889747.74474841
4943,HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL,14371 PIRATE LN, ,HARRISVILLE,NY,13648,LEWIS,ERIC LUTHER,PRINCIPAL,3155432920,eluther@hcsk12.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,HARRISVILLE CSD,800000051090,230301040002,474306.994909473,4889747.74474841
4944,LOWVILLE ELEMENTARY SCHOOL,7668 N STATE ST, ,LOWVILLE,NY,13367,LEWIS,PHILOMENA GOSS,PRINCIPAL,3153769005,pgoss@lowvilleacademy.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,LOWVILLE ACAD & CSD,800000051096,230901040001,460389.498052881,4848688.50021753
4945,LOWVILLE HIGH SCHOOL,7668 N STATE ST, ,LOWVILLE,NY,13367,LEWIS,BRIAN FINN,PRINCIPAL,3153769015,bfinn@lowvilleacademy.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,LOWVILLE ACAD & CSD,800000051085,230901040002,460389.498052881,4848688.50021753
4946,LOWVILLE MIDDLE SCHOOL,7668 N STATE ST, ,LOWVILLE,NY,13367,LEWIS,SCOTT EXFORD,PRINCIPAL,3153769010,sdexford@lowvilleacademy.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,LOWVILLE ACAD & CSD,800000051086,230901040003,460389.498052881,4848688.50021753
4947,SOUTH LEWIS MIDDLE SCHOOL,4264 EAST RD, ,TURIN,NY,13473,LEWIS,JUDITH DUPPERT,PRINCIPAL,3153482570,jduppert@southlewis.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SOUTH LEWIS CSD,800000051045,231101040006,468151.744685289,4831532.49450774
4948,SOUTH LEWIS HIGH SCHOOL,4264 EAST RD, ,TURIN,NY,13473,LEWIS,CHAD LUTHER,PRINCIPAL,3153482520,cluther@southlewis.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SOUTH LEWIS CSD,800000051046,231101040007,468151.744685289,4831532.49450774
4949,SPENCER-VAN ETTEN MIDDLE SCHOOL,1 CENTER ST, ,SPENCER,NY,14883,TIOGA,REBECCA GENTILE,PRINCIPAL,6075897120,rgentile@svecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SPENCER-VAN ETTEN CSD,800000036506,600801040001,376530.705383109,4674527.71222228
4950,SPENCER-VAN ETTEN ELEMENTARY SCHOOL,7 LANGFORD ST, ,VAN ETTEN,NY,14889,CHEMUNG,MATTHEW STROUP,PRINCIPAL,6075897110,mstroup@svecsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SPENCER-VAN ETTEN CSD,800000036508,600801040003,371598.421991649,4673140.1501429
4951,GROTON JUNIOR/SENIOR HIGH SCHOOL,400 PERU RD, ,GROTON,NY,13073,TOMPKINS,BRIAN KAVANAGH,PRINCIPAL,6078985803,bkavanagh@grotoncs.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GROTON CSD,800000036442,610501040001,387543.721887082,4715156.80210854
4952,GROTON ELEMENTARY SCHOOL,516 ELM ST, ,GROTON,NY,13073,TOMPKINS,KENT MASLIN,PRINCIPAL,6078985853,kmaslin@groton.cnyric.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,GROTON CSD,800000036443,610501040002,388530.935366509,4715667.56287396
4953,RAYMOND C BUCKLEY ELEMENTARY SCHOOL,284 RIDGE RD, ,LANSING,NY,14882,TOMPKINS,LORRI WHITEMAN,PRINCIPAL,6075333020,lwhiteman@lcsd.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,LANSING CSD,800000036347,610801040001,374277.156005967,4711364.78142586
4954,WILLIAM PACA MIDDLE SCHOOL,338 BLANCO DR, ,MASTIC BEACH,NY,11951,SUFFOLK,MICHELE GODE,PRINCIPAL,6318741414,mgode@wfsd.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,WILLIAM FLOYD UFSD,800000037489,580232030012,681216.098980952,4516060.37374504
4955,WILLIAM FLOYD LEARNING CENTER,111 LEXINGTON RD, ,SHIRLEY,NY,11967,SUFFOLK,GARY BRETTON,PRINCIPAL,6318741607,gbretton@wfsd.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,WILLIAM FLOYD UFSD,800000089605,580232030014,680691.275194457,4517325.15364043
4956,SOUTHDOWN SCHOOL,125 BROWNS RD, ,HUNTINGTON,NY,11743,SUFFOLK,JILL AMOTT-ERWIG,PRINCIPAL,6316732080,jamott-erwig@hufsd.edu,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HUNTINGTON UFSD,800000037398,580403030002,631554.081558053,4527730.32023348
4957,JEFFERSON SCHOOL,253 OAKWOOD RD, ,HUNTINGTON,NY,11743,SUFFOLK,VALERIE CAPITULO-SAIDE,PRINCIPAL,6316732070,vcapitulo-saide@hufsd.edu,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HUNTINGTON UFSD,800000037382,580403030005,632041.99828924,4523154.27637588
4958,WASHINGTON SCHOOL,78 WHITSON RD, ,HUNTINGTON STATION,NY,11746,SUFFOLK,MICHELLE RICHARDS,PRINCIPAL,6316732090,mrichards@hufsd.edu,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HUNTINGTON UFSD,800000037383,580403030009,635742.425834656,4523609.53005812
4959,J TAYLOR FINLEY MIDDLE SCHOOL,20 GREENLAWN RD, ,HUNTINGTON,NY,11743,SUFFOLK,TRACI ROETHEL,PRINCIPAL,6316732020,troethel@hufsd.edu,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HUNTINGTON UFSD,800000037385,580403030014,634586.808102861,4526361.73518254
4960,WOODHULL INTERMEDIATE SCHOOL,140 WOODHULL RD, ,HUNTINGTON,NY,11743,SUFFOLK,SCOTT OSHRIN,PRINCIPAL,6316732030,soshrin@hufsd.edu,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HUNTINGTON UFSD,800000037387,580403030017,633562.874568406,4525454.83982348
4961,FIFTH AVENUE ELEMENTARY SCHOOL,1157 5TH AVE, ,EAST NORTHPORT,NY,11731,SUFFOLK,THOMAS HARRISON,PRINCIPAL,6312626820,thomas.harrison@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037377,580404030002,642778.098378229,4526454.49632155
4962,NORWOOD AVENUE SCHOOL,25 NORWOOD RD, ,NORTHPORT,NY,11768,SUFFOLK,MICHAEL GENOVESE,PRINCIPAL,6312626830,michael.genovese@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037360,580404030004,640852.931493198,4530507.70639564
4963,OCEAN AVENUE SCHOOL,100 OCEAN AVE, ,NORTHPORT,NY,11768,SUFFOLK,SABINA LARKIN,PRINCIPAL,6312626840,sabina.larkin@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037345,580404030005,639721.08779703,4529623.17007009
4964,HUNTINGTON HIGH SCHOOL,188 OAKWOOD RD, ,HUNTINGTON,NY,11743,SUFFOLK,BRENDEN CUSACK,PRINCIPAL,6316732003,bcusack@hufsd.edu,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,HUNTINGTON UFSD,800000037384,580403030013,632791.104411841,4524049.25571709
4965,SOUTHERN CAYUGA ELEMENTARY SCHOOL,2384 RT 34B, ,AURORA,NY,13026,CAYUGA,BOYAN MNAHONCAK,PRINCIPAL,3153647098,mnahoncakb@southerncayuga.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,SOUTHERN CAYUGA CSD,800000054491,50701040007,367731.367196527,4732471.34505591
4966,A A GATES ELEMENTARY SCHOOL,30 MAPLE AVE, ,PORT BYRON,NY,13140,CAYUGA,TRACY MUSSO,PRINCIPAL,3157765728,tmusso@pbcschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PORT BYRON CSD,800000054526,51101040001,368158.970837329,4766618.27522808
4967,PORT BYRON SENIOR HIGH SCHOOL,30 MAPLE AVE, ,PORT BYRON,NY,13140,CAYUGA,KIM BROWN,PRINCIPAL,3157765728,kbrown@pbcschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,PORT BYRON CSD,800000054528,51101040004,368158.970837329,4766618.27522808
4968,UNION SPRINGS HIGH SCHOOL,239 CAYUGA ST, ,UNION SPRINGS,NY,13160,CAYUGA,JASON DENTEL,PRINCIPAL,3158894110,jdentel@unionspringscsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,UNION SPRINGS CSD,800000054485,51901040005,361774.155269122,4745576.53369518
4969,UNION SPRINGS MIDDLE SCHOOL,239 CAYUGA ST, ,UNION SPRINGS,NY,13160,CAYUGA,BREANA MULLEN,PRINCIPAL,3158894112,bmullen@unionspringscsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,UNION SPRINGS CSD,800000086064,51901040006,361774.155269122,4745576.53369518
4970,ROBERT H JACKSON ELEMENTARY SCHOOL,135 IVORY ST, ,FREWSBURG,NY,14738,CHAUTAUQUA,TAMI MCKOTCH,PRINCIPAL,7165697017,tmckotch@frewsburgcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FREWSBURG CSD,800000054471,60301040002,156459.687587346,4664788.5606273
4971,FREWSBURG JUNIOR-SENIOR HIGH SCHOOL,26 INSTITUTE ST, ,FREWSBURG,NY,14738,CHAUTAUQUA,JOSHUA GILEVSKI,PRINCIPAL,7165697037,jgilevski@frewsburgcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,FREWSBURG CSD,800000054449,60301040004,155710.457464559,4664325.24193298
4972,SINCLAIRVILLE ELEMENTARY SCHOOL,43 SINCLAIR DR, ,SINCLAIRVILLE,NY,14782,CHAUTAUQUA,JULIE ZIOBRO,PRINCIPAL,7169625195,jziobro@cvcougars.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,CASSADAGA VALLEY CSD,800000054438,60401040003,148059.223998513,4687160.38215344
4973,MOUNT MORRIS ELEMENTARY SCHOOL,30 BONADONNA AVE, ,MOUNT MORRIS,NY,14510,LIVINGSTON,DANIELLE DEAN,PRINCIPAL,5856585037,ddean@mtmorriscsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,MT MORRIS CSD,800000033921,240901040002,264620.281675503,4732958.41378582
4974,LANSING HIGH SCHOOL,300 RIDGE RD, ,LANSING,NY,14882,TOMPKINS,PATRICK HORNBROOK,PRINCIPAL,6075333020,phornbrook@lcsd.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,LANSING CSD,800000036348,610801040002,374054.231671896,4711304.86333607
4975,LANSING MIDDLE SCHOOL,6 LUDLOWVILLE RD, ,LANSING,NY,14882,TOMPKINS,BRENDA ZAVASKI,PRINCIPAL,6075333020,bzavaski@lcsd.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,LANSING CSD,800000036349,610801040003,373803.945296819,4711276.46429351
4976,NEWFIELD ELEMENTARY SCHOOL,247 MAIN ST, ,NEWFIELD,NY,14867,TOMPKINS,LAINE GILLETTE,PRINCIPAL,6075649955,lgillette@newfieldschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NEWFIELD CSD,800000036357,610901040002,368497.862345188,4690742.9905223
4977,NEWFIELD SENIOR HIGH SCHOOL,247 MAIN ST, ,NEWFIELD,NY,14867,TOMPKINS,PATRICK MAHUNIK,PRINCIPAL,6075649955,pmahunik@newfieldschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NEWFIELD CSD,800000036358,610901040003,368497.862345188,4690742.9905223
4978,NEWFIELD MIDDLE SCHOOL,247 MAIN ST, ,NEWFIELD,NY,14867,TOMPKINS,PATRICK MAHUNIK,PRINCIPAL,6075649955,pmahunik@newfieldschools.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NEWFIELD CSD,800000036327,610901040004,368497.862345188,4690742.9905223
4979,RUSSELL I DOIG MIDDLE SCHOOL,100 WHIG ST, ,TRUMANSBURG,NY,14886,TOMPKINS,MEGAN CONAWAY,PRINCIPAL,6073877551,mconaway@tburg.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,TRUMANSBURG CSD,800000036332,611001040001,364035.785658373,4710827.14362017
4980,CHARLES O DICKERSON HIGH SCHOOL,100 WHIG ST, ,TRUMANSBURG,NY,14886,TOMPKINS,FAYAN RHODEN,PRINCIPAL,6073877551,frhoden@tburg.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,TRUMANSBURG CSD,800000036333,611001040002,364035.785658373,4710827.14362017
4981,TRUMANSBURG ELEMENTARY SCHOOL,100 WHIG ST, ,TRUMANSBURG,NY,14886,TOMPKINS,JEAN WIGGINS,PRINCIPAL,6073877551,jwiggins@tburg.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,TRUMANSBURG CSD,800000036334,611001040003,364035.785658373,4710827.14362017
4982,HIGHLAND ELEMENTARY SCHOOL,16 LOCKHART LN, ,HIGHLAND,NY,12528,ULSTER,MATTHEW DARLING,PRINCIPAL,8456911070,mdarling@highland-k12.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,HIGHLAND CSD,800000036219,620803040001,586343.104805431,4619631.05795482
4983,HIGHLAND HIGH SCHOOL,320 PANCAKE HOLLOW RD, ,HIGHLAND,NY,12528,ULSTER,WILLIAM ZIMMER,PRINCIPAL,8456911020,wzimmer@highland-k12.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,HIGHLAND CSD,800000036220,620803040002,582162.068539781,4619658.37099575
4984,HIGHLAND MIDDLE SCHOOL,71 MAIN ST, ,HIGHLAND,NY,12528,ULSTER,MEGHAN COBURN,PRINCIPAL,8456911080,mcoburn@highland-k12.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),MEDIUM CENTRAL DISTRICTS, ,HIGHLAND CSD,800000036221,620803040003,586142.326504547,4619521.39379048
4985,BOLTON CENTRAL SCHOOL,26 HORICON AVE, ,BOLTON LANDING,NY,12814,WARREN,CHAD SHIPPEE,PRINCIPAL,5186442400,cshippee@boltoncsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,BOLTON CSD,800000036055,630101040001,608554.010090425,4823940.37213028
4986,NORTH WARREN CENTRAL SCHOOL,6110 STATE RT 8, ,CHESTERTOWN,NY,12817,WARREN,CALEB MARTIN,7-12 PRINCIPAL,5184943015,cmartin@northwarrencsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,NORTH WARREN CSD,800000036059,630202040001,597930.09216955,4835052.9147834
4987,JOHNSBURG CENTRAL SCHOOL,165 MAIN ST, ,NORTH CREEK,NY,12853,WARREN,HEATHER FLANAGAN,PRINCIPAL,5182512921,hflanagan@johnsburgcsd.org,PUBLIC SCHOOLS,PUBLIC SCHOOL CENTRAL,PUBLIC SCHOOL (IMF),SMALL CENTRAL DISTRICTS, ,JOHNSBURG CSD,800000036030,630601040001,581826.493036891,4838381.08077095
4988,PULASKI ROAD SCHOOL,623 9TH AVE, ,EAST NORTHPORT,NY,11731,SUFFOLK,LORI BEEKMAN,PRINCIPAL,6312626850,lori.beekman@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037346,580404030006,640104.33537136,4526403.13724458
4989,EAST NORTHPORT MIDDLE SCHOOL,1075 5TH AVE, ,EAST NORTHPORT,NY,11731,SUFFOLK,PASQUALE DESTEFANO,PRINCIPAL,6312626770,pasquale.destefano@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037348,580404030007,641866.323011854,4526196.64693514
4990,NORTHPORT MIDDLE SCHOOL,11 MIDDLEVILLE RD, ,NORTHPORT,NY,11768,SUFFOLK,TIMOTHY HOSS,PRINCIPAL,6312626750,timothy.hoss@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037349,580404030008,641555.995546801,4528987.6451177
4991,NORTHPORT SENIOR HIGH SCHOOL,154 LAUREL HILL RD, ,NORTHPORT,NY,11768,SUFFOLK,ROBERT DENNIS,PRINCIPAL,6312626652,robert.dennis@northport.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,NORTHPORT-EAST NORTHPORT UFSD,800000037350,580404030009,639799.142914003,4526712.62470838
4992,NORTH RIDGE SCHOOL,300 TOWNLINE RD, ,COMMACK,NY,11725,SUFFOLK,KATHERINE RIHM,PRINCIPAL,6319122190,krihm@commack.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,COMMACK UFSD,800000037284,580410030008,644132.973408628,4525036.87219712
4993,COMMACK HIGH SCHOOL,1 SCHOLAR LN, ,COMMACK,NY,11725,SUFFOLK,CARRIE LIPENHOLTZ,PRINCIPAL,6319122106,clipenholtz@commack.k12.ny.us,PUBLIC SCHOOLS,PUBLIC SCHOOL INDEPENDENT UNION FREE,PUBLIC SCHOOL (IMF),LARGE CENTRAL DISTRICTS AND VILLAGE DISTRICTS, ,COMMACK UFSD,800000037263,580410030017,644212.172527315,4524648.0946145
